,iid,gender,age,wave,field,race,imprace,imprelig,goal,date,go_out,career,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,attr4_1,sinc4_1,intel4_1,fun4_1,amb4_1,shar4_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,intel3_1,fun3_1,amb3_1,attr5_1,sinc5_1,intel5_1,fun5_1,amb5_1,attr1_s,sinc1_s,intel1_s,fun1_s,amb1_s,attr3_s,sinc3_s,intel3_s,fun3_s,amb3_s,attr_o,sinc_o,intel_o,fun_o,amb_o,age_o,like_o,match,dec_o,attr,sinc,intel,fun,amb,like,match_es,dec,you_call,them_cal
46,47,M,30.0,2,Finance&Economics,Caucasian,2.0,2.0,Fun,6.0,1.0,Academic,6.0,7.0,2.0,8.0,7.0,6.0,3.0,7.0,4.0,7.0,4.0,5.0,8.0,8.0,7.0,2.0,1.0,6.0,20.0,20.0,25.0,25.0,5.0,,,,,,,25.0,20.0,20.0,15.0,15.0,5.0,8.0,7.0,9.0,9.0,3.0,,,,,,,,,,,,,,,,4.052631578947368,5.842105263157895,6.473684210526316,5.631578947368421,5.947368421052632,24.42105263157895,5.2631578947368425,1,1,5.9411764705882355,5.7894736842105265,6.2631578947368425,5.2105263157894735,6.052631578947368,5.7368421052631575,5.0,16,,
47,48,M,22.0,2,Undergrad - GS,Caucasian,9.0,2.0,Fun,5.0,2.0,Music production,3.0,1.0,6.0,7.0,7.0,8.0,1.0,5.0,8.0,4.0,6.0,10.0,10.0,6.0,8.0,6.0,2.0,5.0,30.0,15.0,25.0,25.0,5.0,,,,,,,30.0,15.0,25.0,25.0,5.0,0.0,7.0,9.0,7.0,6.0,6.0,,,,,,,,,,,,,,,,6.7368421052631575,6.2631578947368425,5.894736842105263,6.7894736842105265,5.631578947368421,24.42105263157895,6.157894736842105,1,8,5.842105263157895,7.105263157894737,6.631578947368421,5.842105263157895,5.9,5.631578947368421,2.0,5,1.0,0.0
48,49,M,25.0,2,Mathematical Finance,Asian,1.0,3.0,Fun,3.0,2.0,Entrepreneur,10.0,7.0,5.0,7.0,6.0,7.0,2.0,8.0,7.0,9.0,5.0,5.0,6.0,5.0,8.0,2.0,7.0,4.0,20.0,20.0,20.0,20.0,5.0,,,,,,,30.0,15.0,15.0,15.0,15.0,10.0,7.0,10.0,10.0,10.0,8.0,,,,,,,,,,,,,,,,6.315789473684211,7.055555555555555,7.5,6.973684210526316,7.055555555555555,24.42105263157895,6.421052631578948,6,8,7.473684210526316,7.631578947368421,7.526315789473684,6.7368421052631575,6.947368421052632,7.105263157894737,4.0,14,,
49,50,M,27.0,2,Law,African American,4.0,4.0,Other,6.0,2.0,lawyer,10.0,10.0,3.0,8.0,5.0,3.0,4.0,3.0,10.0,5.0,6.0,8.0,10.0,7.0,10.0,6.0,2.0,7.0,35.0,10.0,20.0,15.0,10.0,,,,,,,60.0,10.0,5.0,5.0,10.0,10.0,8.0,9.0,10.0,9.0,8.0,,,,,,,,,,,,,,,,6.315789473684211,6.578947368421052,7.388888888888889,7.631578947368421,7.666666666666667,24.42105263157895,6.473684210526316,4,11,6.5,7.833333333333333,7.666666666666667,7.285714285714286,8.25,7.305555555555555,5.0,9,,
50,51,M,23.0,2,Law,Caucasian,5.0,10.0,Fun,5.0,3.0,Law,6.0,6.0,7.0,3.0,4.0,3.0,6.0,5.0,4.0,5.0,7.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,25.0,10.0,35.0,15.0,0.0,,,,,,,25.0,5.0,15.0,20.0,30.0,5.0,6.0,8.0,10.0,2.0,2.0,,,,,,,,,,,,,,,,5.368421052631579,4.868421052631579,6.473684210526316,4.2105263157894735,6.078947368421052,24.42105263157895,4.605263157894737,1,5,5.2105263157894735,6.105263157894737,6.684210526315789,4.315789473684211,4.684210526315789,5.421052631578948,1.0,5,,
51,52,M,21.0,2,Law,Caucasian,10.0,9.0,Fun,4.0,1.0,Intellectual Property Attorney,8.0,5.0,3.0,6.0,3.0,4.0,3.0,3.0,3.0,3.0,7.0,4.0,6.0,3.0,5.0,4.0,2.0,1.0,15.0,20.0,15.0,30.0,5.0,,,,,,,10.0,15.0,20.0,20.0,25.0,10.0,5.0,8.0,8.0,6.0,7.0,,,,,,,,,,,,,,,,3.8333333333333335,6.647058823529412,7.176470588235294,5.111111111111111,6.444444444444445,24.42105263157895,5.388888888888889,1,4,6.2105263157894735,6.7368421052631575,6.894736842105263,6.2105263157894735,6.0,5.631578947368421,2.0,8,,
52,53,M,28.0,2,Medicine,Caucasian,2.0,2.0,Meet people,6.0,2.0,Medicine,8.0,4.0,3.0,10.0,9.0,8.0,8.0,4.0,4.0,9.0,5.0,7.0,9.0,9.0,9.0,7.0,3.0,9.0,40.0,15.0,20.0,10.0,5.0,,,,,,,30.0,15.0,20.0,15.0,10.0,10.0,8.0,9.0,8.0,8.0,8.0,,,,,,,,,,,,,,,,6.888888888888889,7.0,7.705882352941177,5.611111111111111,7.277777777777778,24.42105263157895,6.527777777777778,1,9,7.157894736842105,8.157894736842104,8.263157894736842,7.526315789473684,8.105263157894736,7.157894736842105,8.0,8,1.0,0.0
53,54,M,28.0,2,MBA,Caucasian,1.0,1.0,Say I did it,5.0,1.0,consulting,5.0,2.0,2.0,8.0,7.0,8.0,8.0,1.0,3.0,7.0,1.0,8.0,6.0,9.0,9.0,1.0,3.0,5.0,40.0,20.0,20.0,20.0,0.0,,,,,,,20.0,30.0,10.0,20.0,10.0,10.0,8.0,9.0,8.0,8.0,8.0,,,,,,,,,,,,,,,,4.421052631578948,6.315789473684211,6.75,4.842105263157895,6.473684210526316,24.42105263157895,5.0,0,0,6.631578947368421,7.894736842105263,7.631578947368421,7.2631578947368425,7.368421052631579,6.631578947368421,2.0,9,,
54,55,M,23.0,2,LAW,African American,1.0,1.0,Other,4.0,2.0,LAWYER,10.0,8.0,4.0,5.0,5.0,4.0,1.0,6.0,10.0,9.0,7.0,5.0,10.0,7.0,10.0,5.0,1.0,5.0,20.0,25.0,25.0,10.0,10.0,,,,,,,20.0,20.0,20.0,10.0,20.0,10.0,6.0,10.0,9.0,10.0,10.0,,,,,,,,,,,,,,,,6.2105263157894735,7.052631578947368,7.0,7.111111111111111,6.777777777777778,24.42105263157895,6.342105263157895,3,6,6.947368421052632,8.789473684210526,9.263157894736842,8.631578947368421,9.052631578947368,8.263157894736842,2.0,11,,
55,56,F,23.0,3,social work,Caucasian,10.0,9.0,Fun,3.0,1.0,social worker,2.0,1.0,10.0,10.0,5.0,5.0,2.0,1.0,7.0,6.0,8.0,8.0,7.0,6.0,9.0,10.0,4.0,15.0,17.0,18.0,18.0,15.0,17.0,,,,,,,32.0,10.0,12.0,27.0,7.0,12.0,10.0,10.0,8.0,9.0,5.0,,,,,,,,,,,,,,,,7.5,6.8,6.5,6.9,7.0,24.6,6.4,2,7,3.3,8.9,7.1,4.9,6.9,4.4,3.0,3,0.0,2.0
56,57,F,22.0,3,Social Work,Caucasian,10.0,10.0,Get a date,5.0,2.0,Social Worker,4.0,4.0,5.0,9.0,9.0,9.0,9.0,1.0,5.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,12.0,10.0,20.0,20.0,20.0,15.0,,,,,,,10.0,20.0,20.0,20.0,20.0,10.0,6.0,10.0,9.0,10.0,10.0,,,,,,,,,,,,,,,,5.3,7.7,6.9,5.9,5.7,24.6,5.6,1,2,8.6,8.5,9.0,8.7,8.6,8.1,3.0,4,0.0,0.0
57,58,F,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.888888888888889,7.0,6.333333333333333,6.375,6.333333333333333,24.6,5.555555555555555,2,5,5.6,7.5,8.8,6.6,7.333333333333333,5.5,5.0,5,,
58,59,F,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,7.25,6.5,3.75,4.0,24.6,4.25,0,0,3.75,4.0,4.5,2.0,5.5,2.25,,0,,
59,60,F,29.0,3,psychology,Other,3.0,10.0,Relationship,6.0,2.0,comedienne,3.0,1.0,9.0,9.0,5.0,5.0,3.0,1.0,5.0,5.0,2.0,10.0,7.0,6.0,9.0,5.0,5.0,10.0,5.0,20.0,25.0,15.0,15.0,,,,,,,60.0,10.0,10.0,10.0,5.0,5.0,7.0,9.0,9.0,9.0,9.0,,,,,,,,,,,,,,,,4.8,7.0,6.4,6.5,6.0,24.6,4.8,1,2,6.6,8.4,9.7,5.1,5.4,5.8,2.0,4,,
60,61,F,28.0,3,German Literature,Caucasian,1.0,5.0,Fun,5.0,2.0,Academic,1.0,1.0,5.0,10.0,10.0,10.0,5.0,1.0,5.0,10.0,6.0,10.0,10.0,8.0,10.0,8.0,7.0,5.0,15.0,15.0,20.0,15.0,15.0,,,,,,,40.0,12.0,12.0,12.0,12.0,12.0,7.0,10.0,10.0,7.0,7.0,,,,,,,,,,,,,,,,3.9,7.1,7.555555555555555,5.3,5.7,24.6,5.0,2,2,6.2,7.3,7.5,7.9,7.9,5.8,1.0,3,0.0,1.0
61,62,F,26.0,3,law,Hispanic,1.0,1.0,Meet people,7.0,2.0,attorney,8.0,5.0,7.0,8.0,6.0,6.0,7.0,7.0,7.0,7.0,3.0,2.0,9.0,7.0,9.0,9.0,2.0,1.0,30.0,10.0,20.0,20.0,10.0,,,,,,,60.0,5.0,5.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,,,,,,,,,,,,,,,,8.3,7.1,7.6,7.0,6.5,24.6,7.7,3,8,6.9,7.6,7.7,6.9,7.7,7.0,5.0,3,,
62,63,F,24.0,3,Law,Asian,1.0,3.0,Get a date,6.0,1.0,Undecided,5.0,3.0,8.0,6.0,9.0,8.0,5.0,1.0,2.0,10.0,1.0,8.0,9.0,4.0,5.0,6.0,2.0,2.0,5.0,15.0,45.0,25.0,0.0,,,,,,,50.0,5.0,20.0,15.0,0.0,10.0,6.0,8.0,8.0,9.0,7.0,,,,,,,,,,,,,,,,4.4,6.5,7.0,6.2,5.888888888888889,24.6,5.2,1,1,4.2,6.9,6.6,4.8,5.9,4.6,,5,0.0,0.0
63,64,F,27.0,3,Social Work,Asian,6.0,3.0,Meet people,6.0,5.0,social worker,8.0,8.0,8.0,8.0,8.0,8.0,9.0,5.0,3.0,8.0,7.0,8.0,8.0,9.0,9.0,8.0,5.0,2.0,10.0,25.0,25.0,10.0,10.0,,,,,,,20.0,15.0,15.0,20.0,15.0,15.0,8.0,8.0,9.0,6.0,9.0,,,,,,,,,,,,,,,,5.3,6.2,7.4,5.6,6.5,24.6,5.2,1,2,6.1,6.2,7.2,5.4,6.2,5.7,4.0,7,1.0,1.0
64,65,F,23.0,3,Social Work,Other,6.0,3.0,Meet people,5.0,3.0,Social Worker.... Clinician,7.0,5.0,7.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,9.0,8.0,8.0,9.0,6.0,10.0,17.0,17.0,17.0,17.0,17.0,,,,,,,20.0,18.0,18.0,14.0,15.0,15.0,7.0,9.0,8.0,9.0,9.0,,,,,,,,,,,,,,,,6.5,7.3,7.0,7.8,6.2,24.6,6.4,0,4,6.4,7.1,7.2,6.8,7.3,5.8,0.0,0,0.0,0.0
65,66,M,29.0,3,Business & International Affairs,Hispanic,1.0,1.0,Meet people,6.0,4.0,Private Equity Investing,4.0,2.0,3.0,6.0,4.0,3.0,3.0,6.0,4.0,8.0,6.0,4.0,8.0,4.0,6.0,4.0,2.0,3.0,20.0,25.0,15.0,15.0,53.0,,,,,,,15.0,20.0,20.0,20.0,10.0,15.0,6.0,7.0,8.0,7.0,8.0,,,,,,,,,,,,,,,,5.444444444444445,7.555555555555555,7.222222222222222,6.222222222222222,6.625,25.25,5.888888888888889,1,3,5.1,7.0,7.125,6.5,6.777777777777778,5.888888888888889,3.0,5,,
66,67,M,22.0,3,Law,Other,1.0,1.0,Other,5.0,2.0,Lawyer or professional surfer,9.0,9.0,6.0,7.0,6.0,6.0,4.0,4.0,4.0,6.0,6.0,3.0,9.0,9.0,9.0,2.0,1.0,1.0,20.0,15.0,20.0,20.0,5.0,,,,,,,17.0,20.0,17.0,20.0,11.0,15.0,5.0,7.0,7.0,6.0,7.0,,,,,,,,,,,,,,,,6.555555555555555,8.0,8.0,6.333333333333333,7.0,25.25,5.777777777777778,2,4,5.875,7.125,6.75,6.875,6.25,5.75,3.0,4,,
67,68,M,27.0,3,MFA Creative Writing,African American,1.0,1.0,Say I did it,4.0,3.0,novelist,3.0,2.0,2.0,7.0,8.0,8.0,3.0,3.0,7.0,10.0,7.0,5.0,9.0,7.0,7.0,7.0,1.0,2.0,21.0,17.0,22.0,20.0,8.0,,,,,,,18.0,15.0,17.0,14.0,20.0,16.0,6.0,8.0,8.0,7.0,8.0,,,,,,,,,,,,,,,,5.5,5.8,7.8,4.9,6.0,25.25,4.7,0,2,5.0,6.1,5.8,5.1,5.1,5.3,,1,,
68,69,M,28.0,3,MBA,Caucasian,2.0,2.0,Other,6.0,1.0,banker,10.0,7.0,5.0,5.0,3.0,2.0,1.0,3.0,9.0,8.0,2.0,4.0,7.0,6.0,7.0,2.0,1.0,0.0,50.0,10.0,30.0,10.0,0.0,,,,,,,20.0,10.0,40.0,20.0,10.0,0.0,5.0,9.0,8.0,5.0,8.0,,,,,,,,,,,,,,,,7.3,7.6,7.9,7.1,7.111111111111111,25.25,7.3,2,7,4.4,6.6,6.6,5.3,6.111111111111111,4.5,1.0,2,2.0,0.0
69,70,M,26.0,3,MBA,Caucasian,5.0,1.0,Say I did it,2.0,1.0,Investment Banking,9.0,4.0,9.0,5.0,7.0,5.0,7.0,5.0,5.0,8.0,3.0,7.0,8.0,5.0,8.0,5.0,6.0,2.0,25.0,10.0,20.0,20.0,15.0,,,,,,,20.0,5.0,25.0,30.0,15.0,5.0,8.0,6.0,9.0,8.0,6.0,,,,,,,,,,,,,,,,6.0,7.444444444444445,8.555555555555555,8.0,8.444444444444445,25.25,6.777777777777778,1,3,6.222222222222222,6.666666666666667,7.555555555555555,6.666666666666667,5.888888888888889,6.777777777777778,0.0,1,,
70,71,M,21.0,3,Law,Caucasian,6.0,7.0,Say I did it,6.0,2.0,Pro Beach Volleyball,9.0,10.0,6.0,4.0,3.0,3.0,7.0,6.0,7.0,7.0,8.0,3.0,10.0,6.0,8.0,2.0,1.0,5.0,60.0,15.0,0.0,15.0,0.0,,,,,,,80.0,10.0,0.0,10.0,0.0,0.0,6.0,8.0,10.0,8.0,10.0,,,,,,,,,,,,,,,,5.0,8.222222222222221,7.777777777777778,5.222222222222222,7.333333333333333,25.25,5.444444444444445,3,4,6.888888888888889,7.0,7.555555555555555,7.888888888888889,7.5,6.666666666666667,2.0,5,,
71,72,M,22.0,3,Engineering,Caucasian,8.0,1.0,Say I did it,6.0,1.0,Engineer or iBanker or consultant,8.0,3.0,7.0,10.0,6.0,6.0,7.0,2.0,9.0,5.0,6.0,7.0,7.0,6.0,8.0,8.0,4.0,9.0,21.0,20.0,19.0,20.0,10.0,,,,,,,30.0,15.0,10.0,20.0,10.0,15.0,7.0,9.0,8.0,8.0,8.0,,,,,,,,,,,,,,,,6.4,7.4,6.5,5.0,5.6,25.25,4.6,0,2,5.7,7.5,7.3,5.6,6.3,5.7,1.0,3,0.0,0.0
72,73,M,22.0,3,MBA,Caucasian,7.0,3.0,Other,4.0,2.0,Trading,9.0,9.0,7.0,6.0,5.0,4.0,4.0,6.0,6.0,5.0,5.0,5.0,7.0,7.0,6.0,4.0,1.0,4.0,30.0,10.0,20.0,30.0,0.0,,,,,,,20.0,10.0,20.0,30.0,10.0,10.0,7.0,7.0,7.0,8.0,8.0,,,,,,,,,,,,,,,,6.111111111111111,7.666666666666667,7.888888888888889,7.555555555555555,8.25,25.25,5.666666666666667,0,4,5.0,7.333333333333333,6.555555555555555,5.666666666666667,5.777777777777778,4.444444444444445,0.0,1,,
73,74,M,25.0,3,Electrical Engineering,Caucasian,3.0,1.0,Say I did it,7.0,2.0,Ph.D. Electrical Engineering,8.0,3.0,5.0,9.0,10.0,10.0,9.0,6.0,8.0,10.0,2.0,9.0,10.0,8.0,8.0,3.0,5.0,2.0,30.0,0.0,30.0,30.0,10.0,,,,,,,30.0,0.0,10.0,30.0,10.0,20.0,7.0,9.0,8.0,9.0,7.0,,,,,,,,,,,,,,,,5.3,7.3,7.6,6.0,7.2,25.25,5.5,2,3,7.3,8.1,7.7,7.4,6.0,6.3,,3,0.0,0.0
74,75,M,24.0,3,law,Other,3.0,3.0,Other,5.0,3.0,attorney,8.0,2.0,8.0,7.0,7.0,7.0,7.0,5.0,9.0,8.0,8.0,5.0,7.0,6.0,8.0,5.0,5.0,1.0,20.0,20.0,20.0,20.0,10.0,,,,,,,15.0,15.0,15.0,20.0,20.0,15.0,7.0,7.0,8.0,8.0,8.0,,,,,,,,,,,,,,,,5.222222222222222,7.666666666666667,8.11111111111111,5.444444444444445,7.25,25.25,5.444444444444445,2,2,6.111111111111111,6.333333333333333,6.555555555555555,6.111111111111111,5.888888888888889,5.777777777777778,5.0,8,,
75,76,F,34.0,4,Classics,Caucasian,5.0,7.0,Meet people,7.0,2.0,teacher,1.0,7.0,6.0,8.0,8.0,8.0,5.0,1.0,7.0,7.0,4.0,8.0,8.0,8.0,7.0,7.0,7.0,4.0,10.0,10.0,30.0,20.0,10.0,,,,,,,50.0,10.0,10.0,10.0,10.0,10.0,6.0,6.0,8.0,6.0,4.0,,,,,,,,,,,,,,,,6.222222222222222,6.944444444444445,7.833333333333333,7.647058823529412,6.533333333333333,26.944444444444443,6.5,5,9,4.111111111111111,7.0625,6.352941176470588,6.142857142857143,7.0,4.0,4.0,10,2.0,2.0
76,77,F,22.0,4,Social Work,Caucasian,2.0,2.0,Fun,4.0,2.0,Social Worker,7.0,1.0,10.0,9.0,9.0,9.0,8.0,3.0,6.0,6.0,6.0,8.0,8.0,10.0,10.0,7.0,9.0,4.0,15.0,20.0,20.0,20.0,15.0,,,,,,,40.0,5.0,20.0,20.0,10.0,5.0,6.0,8.0,8.0,8.0,8.0,,,,,,,,,,,,,,,,6.833333333333333,7.235294117647059,7.277777777777778,6.529411764705882,6.333333333333333,26.944444444444443,6.361111111111111,6,8,6.222222222222222,6.777777777777778,7.055555555555555,6.777777777777778,6.75,6.388888888888889,,10,0.0,4.0
77,78,F,23.0,4,Social Work,Hispanic,1.0,4.0,Meet people,7.0,3.0,Counseling Adolescents,5.0,1.0,7.0,7.0,9.0,5.0,9.0,1.0,3.0,9.0,3.0,9.0,9.0,9.0,7.0,5.0,10.0,0.0,10.0,25.0,20.0,10.0,20.0,,,,,,,40.0,5.0,10.0,20.0,10.0,15.0,3.0,10.0,8.0,3.0,8.0,,,,,,,,,,,,,,,,6.472222222222222,6.882352941176471,6.694444444444445,5.411764705882353,5.25,26.944444444444443,5.694444444444445,3,5,5.222222222222222,6.777777777777778,8.666666666666666,4.615384615384615,8.545454545454545,6.555555555555555,1.0,6,2.0,0.0
78,79,F,26.0,4,Operations Research (SEAS),Asian,8.0,8.0,Meet people,7.0,1.0,Operations Research,2.0,3.0,2.0,10.0,10.0,10.0,2.0,1.0,7.0,4.0,4.0,9.0,9.0,8.0,8.0,3.0,3.0,3.0,10.0,20.0,15.0,20.0,20.0,,,,,,,15.0,15.0,15.0,20.0,15.0,20.0,7.0,9.0,7.0,8.0,7.0,,,,,,,,,,,,,,,,5.888888888888889,7.833333333333333,7.777777777777778,6.882352941176471,6.25,26.944444444444443,6.722222222222222,3,9,5.0,5.5,5.611111111111111,5.388888888888889,5.333333333333333,5.388888888888889,2.0,5,,
79,80,F,27.0,4,chemistry,Asian,3.0,1.0,Fun,5.0,4.0,industrial scientist,8.0,3.0,7.0,5.0,5.0,4.0,3.0,1.0,5.0,10.0,9.0,7.0,7.0,7.0,7.0,9.0,2.0,10.0,10.0,20.0,20.0,10.0,20.0,,,,,,,25.0,20.0,10.0,20.0,10.0,15.0,8.0,8.0,8.0,8.0,8.0,,,,,,,,,,,,,,,,6.388888888888889,7.944444444444445,7.555555555555555,5.78125,6.733333333333333,26.944444444444443,6.0,3,5,6.722222222222222,8.125,8.0,7.555555555555555,8.0,7.388888888888889,4.0,8,0.0,1.0
80,81,F,28.0,4,Journalism,Caucasian,6.0,9.0,Say I did it,5.0,2.0,Journalism,6.0,2.0,7.0,9.0,9.0,7.0,7.0,1.0,7.0,7.0,7.0,9.0,9.0,7.0,7.0,7.0,4.0,6.0,10.0,10.0,20.0,20.0,20.0,,,,,,,40.0,5.0,15.0,20.0,10.0,10.0,8.0,7.0,7.0,8.0,7.0,,,,,,,,,,,,,,,,7.888888888888889,7.277777777777778,7.611111111111111,7.0,8.0,26.944444444444443,7.166666666666667,3,14,4.777777777777778,7.888888888888889,8.055555555555555,6.222222222222222,6.944444444444445,6.444444444444445,2.0,3,0.0,2.0
81,82,F,25.0,4,Elementary/Childhood Education (MA),Other,2.0,7.0,Fun,3.0,2.0,teaching and then...,5.0,5.0,5.0,8.0,9.0,10.0,9.0,1.0,7.0,8.0,6.0,8.0,8.0,8.0,9.0,6.0,7.0,2.0,20.0,20.0,20.0,20.0,10.0,,,,,,,30.0,15.0,20.0,20.0,5.0,10.0,8.0,9.0,8.0,8.0,7.0,,,,,,,,,,,,,,,,6.611111111111111,7.777777777777778,7.222222222222222,6.9411764705882355,5.9375,26.944444444444443,6.861111111111111,5,10,6.222222222222222,9.222222222222221,9.0,8.222222222222221,8.444444444444445,8.166666666666666,5.0,7,1.0,3.0
82,83,F,35.0,4,Economics,Hispanic,1.0,5.0,Meet people,6.0,1.0,Economic research,5.0,1.0,3.0,5.0,7.0,8.0,3.0,1.0,6.0,8.0,3.0,7.0,8.0,7.0,8.0,4.0,7.0,3.0,10.0,32.0,20.0,12.0,11.0,,,,,,,15.0,25.0,10.0,15.0,10.0,25.0,5.0,9.0,5.0,9.0,5.0,,,,,,,,,,,,,,,,7.333333333333333,8.055555555555555,7.777777777777778,7.352941176470588,7.0625,26.944444444444443,7.222222222222222,2,13,5.388888888888889,7.444444444444445,7.722222222222222,6.555555555555555,7.055555555555555,5.055555555555555,0.0,2,0.0,0.0
83,84,F,32.0,4,microbiology,Hispanic,1.0,1.0,Meet people,4.0,1.0,pharmaceuticals,7.0,1.0,9.0,9.0,9.0,9.0,3.0,1.0,9.0,9.0,1.0,9.0,10.0,9.0,9.0,5.0,5.0,5.0,30.0,30.0,30.0,5.0,0.0,,,,,,,50.0,5.0,5.0,20.0,0.0,20.0,7.0,9.0,8.0,7.0,5.0,,,,,,,,,,,,,,,,6.777777777777778,7.666666666666667,7.805555555555555,6.911764705882353,6.875,26.944444444444443,6.777777777777778,2,9,4.222222222222222,5.388888888888889,6.277777777777778,5.166666666666667,5.333333333333333,4.611111111111111,2.0,3,1.0,1.0
84,85,F,30.0,4,Masters of Social Work,Caucasian,3.0,5.0,Meet people,6.0,4.0,Social Services/ Policy,2.0,3.0,4.0,9.0,8.0,6.0,8.0,4.0,7.0,8.0,4.0,6.0,7.0,5.0,8.0,5.0,3.0,4.0,20.0,25.0,15.0,15.0,15.0,,,,,,,25.0,15.0,15.0,25.0,10.0,10.0,7.0,9.0,8.0,9.0,9.0,,,,,,,,,,,,,,,,6.388888888888889,7.722222222222222,7.333333333333333,6.352941176470588,6.2,26.944444444444443,6.222222222222222,1,7,6.111111111111111,6.5,6.888888888888889,4.944444444444445,6.277777777777778,5.0,3.0,4,0.0,1.0
85,86,F,22.0,4,Communications,Caucasian,1.0,1.0,Meet people,7.0,1.0,Professor of Media Studies,2.0,2.0,1.0,4.0,7.0,7.0,2.0,1.0,6.0,4.0,7.0,5.0,10.0,10.0,10.0,2.0,2.0,10.0,15.0,20.0,20.0,20.0,5.0,,,,,,,40.0,10.0,10.0,10.0,10.0,20.0,7.0,9.0,9.0,9.0,4.0,,,,,,,,,,,,,,,,7.333333333333333,7.888888888888889,8.0,7.666666666666667,7.266666666666667,26.944444444444443,7.444444444444445,8,14,6.777777777777778,7.055555555555555,6.666666666666667,6.222222222222222,6.117647058823529,6.444444444444445,3.0,10,,
86,87,F,23.0,4,Social Work,Caucasian,8.0,10.0,Fun,3.0,2.0,Social Worker,10.0,5.0,10.0,8.0,7.0,7.0,8.0,4.0,9.0,9.0,6.0,7.0,10.0,9.0,10.0,7.0,9.0,10.0,15.0,15.0,20.0,15.0,15.0,,,,,,,15.0,15.0,20.0,15.0,15.0,20.0,9.0,9.0,9.0,9.0,9.0,,,,,,,,,,,,,,,,7.5,7.166666666666667,7.111111111111111,6.9411764705882355,6.466666666666667,26.944444444444443,6.666666666666667,2,10,3.1666666666666665,5.277777777777778,5.833333333333333,5.277777777777778,6.333333333333333,3.111111111111111,,2,0.0,1.0
87,88,F,23.0,4,Social Work,Caucasian,8.0,7.0,Fun,4.0,4.0,Clinical Social Worker,8.0,7.0,10.0,7.0,7.0,7.0,8.0,6.0,6.0,10.0,8.0,9.0,10.0,8.0,10.0,9.0,3.0,10.0,15.0,15.0,20.0,15.0,20.0,,,,,,,15.0,15.0,20.0,15.0,20.0,15.0,9.0,9.0,9.0,9.0,9.0,,,,,,,,,,,,,,,,7.0,7.611111111111111,7.277777777777778,6.888888888888889,6.533333333333333,26.944444444444443,6.5,0,6,4.111111111111111,8.944444444444445,9.777777777777779,5.611111111111111,9.444444444444445,5.944444444444445,1.0,1,,
88,89,F,27.0,4,Marketing,Caucasian,3.0,2.0,Fun,7.0,3.0,Academic,2.0,2.0,2.0,10.0,8.0,8.0,7.0,8.0,9.0,8.0,1.0,9.0,8.0,8.0,9.0,4.0,2.0,6.0,25.0,15.0,20.0,20.0,20.0,,,,,,,50.0,10.0,10.0,20.0,5.0,5.0,8.0,9.0,9.0,8.0,10.0,,,,,,,,,,,,,,,,6.944444444444445,7.388888888888889,7.611111111111111,6.0,7.352941176470588,26.944444444444443,6.388888888888889,2,8,7.222222222222222,9.333333333333334,8.944444444444445,7.888888888888889,7.833333333333333,7.055555555555555,1.0,3,0.0,0.0
89,90,F,23.0,4,Chemistry,Asian,4.0,1.0,Meet people,7.0,7.0,I don t know,8.0,9.0,6.0,5.0,8.0,9.0,6.0,3.0,1.0,10.0,6.0,7.0,8.0,7.0,6.0,4.0,1.0,0.0,15.0,21.0,18.0,18.0,10.0,,,,,,,10.0,25.0,15.0,15.0,10.0,25.0,5.0,8.0,7.0,5.0,5.0,,,,,,,,,,,,,,,,5.888888888888889,8.0,7.722222222222222,4.823529411764706,6.0625,26.944444444444443,5.444444444444445,1,3,5.722222222222222,7.166666666666667,6.833333333333333,6.0,6.388888888888889,5.722222222222222,2.0,9,0.0,0.0
90,91,F,25.0,4,Law,Other,6.0,8.0,Fun,3.0,2.0,Lawyer,4.0,2.0,5.0,7.0,7.0,5.0,7.0,3.0,5.0,7.0,7.0,10.0,8.0,8.0,7.0,6.0,2.0,3.0,15.0,3.0,50.0,20.0,2.0,,,,,,,65.0,0.0,8.0,20.0,2.0,5.0,6.0,7.0,9.0,7.0,8.0,,,,,,,,,,,,,,,,8.38888888888889,8.0,8.222222222222221,7.764705882352941,8.1875,26.944444444444443,7.944444444444445,8,16,6.0,7.166666666666667,7.722222222222222,6.944444444444445,7.235294117647059,6.0588235294117645,,9,0.0,3.0
